,interacted,mask
11989,31,1
11990,28,1
11991,0,0
11992,0,1
11993,1000,1
11994,81,1
11995,1000,1
11996,1000,1
11997,1000,1
11998,1000,1
11999,181,1
12000,0,0
12001,0,1
12002,89,0
12003,1000,1
12004,1000,0
12005,45,0
12006,0,1
12007,44,1
12008,66,1
12009,0,1
12010,0,1
12011,89,1
12012,198,1
12013,0,1
12014,0,1
12015,0,1
12016,0,1
12017,0,1
12018,0,1
12019,180,1
12020,67,0
12021,0,0
12022,0,1
12023,0,1
12024,0,1
12025,0,0
12026,1000,1
12027,9,1
12028,131,1
12029,1000,1
12030,1000,0
12031,1000,1
12032,1000,1
12033,1000,1
12034,1000,1
12035,0,1
12036,1,0
12037,1000,0
12038,0,1
12039,0,1
12040,1000,1
12041,1000,1
12042,0,1
12043,1000,1
12044,1000,1
12045,0,1
12046,617,1
12047,132,1
12048,7,1
12049,1000,0
12050,0,1
12051,0,1
12052,1000,0
12053,3,0
12054,0,1
12055,0,1
12056,141,0
12057,52,1
12058,0,0
12059,1000,0
12060,14,0
12061,0,0
12062,918,1
12063,0,0
12064,0,1
12065,0,0
12066,35,1
12067,13,1
12068,0,1
12069,1000,1
12070,1,1
12071,0,1
12072,852,1
12073,2,1
12074,0,1
12075,81,1
12076,1000,0
12077,312,1
12078,1000,0
12079,1000,0
12080,18,1
12081,129,1
12082,146,0
12083,3,1
12084,1000,1
12085,0,1
12086,1000,0
12087,1000,1
12088,1000,1
12089,3,1
12090,0,0
12091,1000,1
12092,1000,1
12093,26,1
12094,1000,1
12095,135,1
12096,133,1
12097,0,1
12098,0,1
12099,1000,1
12100,4,1
12101,1000,0
12102,0,1
12103,0,1
12104,1000,0
12105,0,1
12106,0,1
12107,1000,0
12108,501,1
12109,884,0
12110,364,1
12111,3,1
12112,19,1
12113,1000,1
12114,0,1
12115,0,1
12116,1000,1
12117,7,1
12118,43,1
12119,3,1
12120,0,0
12121,1000,1
12122,1000,1
12123,0,1
12124,0,0
12125,4,0
12126,41,1
12127,3,0
12128,79,1
12129,0,1
12130,3,1
12131,1,0
12132,1,1
12133,1000,0
12134,140,1
12135,0,1
12136,0,1
12137,0,1
12138,211,0
12139,560,1
12140,1000,1
12141,27,1
12142,11,1
12143,1000,1
12144,1000,0
12145,222,0
12146,3,1
12147,40,1
12148,1000,1
12149,1000,1
12150,1000,0
12151,1000,1
12152,1000,1
12153,1000,1
12154,1000,1
12155,1000,1
12156,1000,1
12157,1000,1
12158,4,1
12159,141,1
12160,1000,1
12161,92,0
12162,1000,1
12163,1000,1
12164,1000,1
12165,11,0
12166,1000,0
12167,9,1
12168,1000,0
12169,1000,1
12170,1000,0
12171,1000,1
12172,1,1
12173,0,1
12174,0,0
12175,3,1
12176,20,1
12177,1000,1
12178,36,1
12179,0,1
12180,1,1
12181,9,1
12182,0,1
12183,1000,1
12184,0,1
12185,0,1
12186,12,1
12187,0,0
12188,29,1
12189,1,1
12190,0,1
12191,58,1
12192,1000,1
12193,1054,1
12194,145,1
12195,6,1
12196,0,1
12197,1000,1
12198,6,0
12199,467,0
12200,0,1
12201,0,1
12202,223,1
12203,0,1
12204,0,1
12205,1000,1
12206,77,0
12207,1000,1
12208,353,0
12209,710,0
12210,0,1
12211,1000,1
12212,310,1
12213,1000,0
12214,1000,1
12215,48,1
12216,5,1
12217,1000,1
12218,1000,1
12219,4,1
12220,1,0
12221,1000,0
12222,1000,1
12223,0,1
12224,1000,1
12225,1000,1
12226,478,1
12227,1000,0
12228,3,1
12229,1000,1
12230,1,1
12231,29,1
12232,6,1
12233,18,1
12234,4,1
12235,3,0
12236,1000,1
12237,33,1
12238,10,1
12239,393,1
12240,42,1
12241,0,1
12242,1000,1
12243,1000,1
12244,199,1
12245,1000,1
12246,1000,1
12247,365,1
12248,705,1
12249,0,1
12250,39,1
12251,0,1
12252,0,1
12253,0,1
12254,869,0
12255,0,1
12256,0,1
12257,0,0
12258,591,1
12259,1000,0
12260,0,1
12261,0,1
12262,349,1
12263,138,0
12264,0,1
12265,0,1
12266,0,0
12267,279,1
12268,29,1
12269,307,1
12270,0,1
12271,0,1
12272,0,1
12273,5,1
12274,0,0
12275,97,1
12276,49,0
12277,0,1
12278,135,1
12279,1000,1
12280,189,0
12281,1000,0
12282,0,0
12283,0,1
12284,4,0
12285,0,0
12286,0,0
12287,0,0
12288,0,1
12289,0,0
12290,1,1
12291,1000,1
12292,24,0
12293,233,1
12294,1000,1
12295,298,1
12296,299,1
12297,0,0
12298,1000,1
12299,1000,1
12300,236,1
12301,1000,1
12302,1000,1
12303,3,1
12304,1000,1
12305,293,0
12306,0,1
12307,795,1
12308,0,0
12309,0,1
12310,0,1
12311,0,1
12312,145,1
12313,0,1
12314,0,1
12315,0,1
12316,0,0
12317,4,1
12318,54,1
12319,218,1
12320,0,1
12321,0,1
12322,62,0
12323,183,1
12324,1000,1
12325,225,0
12326,4,1
12327,1000,1
12328,0,1
12329,209,1
12330,17,1
12331,14,1
12332,4,0
12333,9,1
12334,0,1
12335,24,0
12336,2,1
12337,0,1
12338,0,0
12339,1000,1
12340,1000,0
12341,1000,1
12342,1000,1
12343,29,1
12344,1000,1
12345,2,0
12346,142,1
12347,21,1
12348,234,1
12349,3,1
12350,1000,1
12351,1000,1
12352,910,1
12353,12,1
12354,1000,1
12355,1000,1
12356,1000,1
12357,1000,1
12358,1000,1
12359,3,1
12360,1000,1
12361,1000,1
12362,4,1
12363,0,1
12364,491,1
12365,0,1
12366,1000,1
12367,223,0
12368,0,0
12369,0,1
12370,0,1
12371,95,0
12372,3,1
12373,110,1
12374,9,1
12375,0,1
12376,1000,0
12377,0,1
12378,0,1
12379,0,1
12380,4,1
12381,2,1
12382,0,0
12383,0,1
12384,0,1
12385,0,0
12386,106,1
12387,88,0
12388,0,1
12389,1000,1
12390,11,0
12391,1000,1
12392,1000,1
12393,46,1
12394,34,1
12395,205,1
12396,0,1
12397,240,1
12398,228,1
12399,1000,1
12400,1000,0
12401,1000,1
12402,1000,1
12403,1000,1
12404,1000,1
12405,0,0
12406,301,1
12407,1000,0
12408,421,1
12409,1000,1
12410,0,1
12411,183,1
12412,0,1
12413,1000,1
12414,1000,1
12415,132,1
12416,0,1
12417,219,1
12418,151,1
12419,1000,1
12420,0,1
12421,26,1
12422,0,1
12423,0,1
12424,0,1
12425,17,1
12426,1,1
12427,0,1
12428,0,1
12429,16,0
12430,0,1
12431,882,1
12432,0,1
12433,802,1
12434,5,1
12435,0,1
12436,0,1
12437,1000,1
12438,397,1
12439,1000,1
12440,6,1
12441,0,1
12442,1000,1
12443,1000,0
12444,0,1
12445,0,1
12446,19,1
12447,1000,1
12448,0,0
12449,32,0
12450,0,0
12451,0,1
12452,1000,1
12453,0,1
12454,0,1
12455,0,1
12456,1000,1
12457,737,1
12458,0,1
12459,1000,1
12460,0,1
12461,0,1
12462,208,1
12463,1000,0
12464,0,1
12465,308,0
12466,0,1
12467,1000,1
12468,0,1
12469,1149,1
12470,1149,1
12471,1000,0
12472,1149,1
12473,1149,1
12474,1149,1
12475,1149,0
12476,1149,1
12477,1149,0
12478,1149,1
12479,1149,1
12480,1149,1
12481,1149,1
12482,1149,1
12483,1149,1
12484,1149,1
12485,1149,1
12486,1149,1
12487,1000,1
12488,1149,1
12489,1149,1
12490,1149,1
12491,1149,1
12492,1149,1
12493,1149,1
12494,1149,1
12495,1149,1
12496,1149,1
12497,1148,0
12498,1148,1
12499,47,1
12500,1148,1
12501,1148,1
12502,1148,1
12503,1148,1
12504,1148,1
12505,1126,0
12506,11,1
12507,369,0
12508,1148,0
12509,1148,1
12510,1148,1
12511,1148,1
12512,939,1
12513,1147,1
12514,1147,1
12515,1000,1
12516,1147,1
12517,1147,1
12518,1147,1
12519,1147,1
12520,0,1
12521,1147,0
12522,1146,0
12523,1146,1
12524,1146,1
12525,1146,1
12526,1146,0
12527,1146,1
12528,1146,1
12529,1146,0
12530,1146,1
12531,1146,1
12532,1146,1
12533,1146,0
12534,1146,0
12535,1146,0
12536,1146,0
12537,1146,1
12538,1146,0
12539,885,1
12540,1146,1
12541,1146,1
12542,1145,1
12543,1145,1
12544,1145,1
12545,1145,1
12546,1145,1
12547,1145,1
12548,0,0
12549,1000,1
12550,1000,0
12551,1145,0
12552,1145,1
12553,1000,1
12554,1144,1
12555,0,1
12556,1144,1
12557,87,0
12558,1144,1
12559,1144,0
12560,1144,0
12561,1000,1
12562,964,1
12563,0,1
12564,0,1
12565,2,1
12566,0,1
12567,3,1
12568,720,1
12569,50,1
12570,181,1
12571,1000,1
12572,1000,1
12573,42,1
12574,3,1
12575,0,1
12576,0,1
12577,0,1
12578,0,1
12579,58,1
12580,0,1
12581,0,1
12582,1000,1
12583,0,0
12584,0,1
12585,1000,1
12586,0,1
12587,0,1
12588,0,1
12589,407,1
12590,4,0
12591,0,0
12592,0,1
12593,1,1
12594,0,0
12595,138,1
12596,8,1
12597,59,1
12598,51,1
12599,185,1
12600,14,1
12601,0,1
12602,4,1
12603,884,0
12604,0,1
12605,4,1
12606,1000,1
12607,0,1
12608,3,1
12609,0,1
12610,1000,1
12611,1000,1
12612,908,1
12613,0,1
12614,0,1
12615,0,0
12616,119,1
12617,0,0
12618,78,1
12619,56,1
12620,59,1
12621,1000,1
12622,0,1
12623,0,1
12624,1000,1
12625,1000,1
12626,0,0
12627,1000,1
12628,404,1
12629,218,1
12630,207,1
12631,0,1
12632,0,1
12633,0,1
12634,0,1
12635,0,1
12636,0,1
12637,0,0
12638,0,1
12639,0,1
12640,362,1
12641,0,0
12642,0,1
12643,4,0
12644,0,0
12645,0,1
12646,185,1
12647,83,1
12648,0,1
12649,0,1
12650,0,0
12651,0,1
12652,475,0
12653,20,1
12654,0,1
12655,10,1
12656,259,1
12657,1000,1
12658,1000,0
12659,1000,1
12660,23,0
12661,1000,1
12662,705,1
12663,1000,1
12664,13,0
12665,13,1
12666,1000,1
12667,1000,1
12668,1000,1
12669,1000,1
12670,1000,1
12671,1000,0
12672,229,0
12673,1000,1
12674,0,1
12675,143,1
12676,61,1
12677,0,1
12678,0,1
12679,0,1
12680,228,1
12681,13,1
12682,7,1
12683,4,1
12684,0,1
12685,0,0
12686,1000,0
12687,42,1
12688,520,1
12689,0,1
12690,0,0
12691,0,1
12692,0,1
12693,0,1
12694,0,1
12695,4,0
12696,0,1
12697,0,1
12698,0,1
12699,10,0
12700,1000,1
12701,3,1
12702,3,0
12703,0,1
12704,5,1
12705,0,1
12706,0,0
12707,865,1
12708,0,1
12709,1,1
12710,0,1
12711,0,1
12712,1000,1
12713,31,1
12714,11,1
12715,1000,0
12716,174,1
12717,0,1
12718,0,0
12719,0,1
12720,0,0
12721,1000,1
12722,1000,0
12723,1000,0
12724,45,0
12725,1000,0
12726,1000,1
12727,1000,0
12728,1000,1
12729,1000,1
12730,195,1
12731,1000,1
12732,1000,0
12733,53,1
12734,1000,1
12735,860,1
12736,189,1
12737,1000,1
12738,0,0
12739,41,1
12740,0,1
12741,1000,1
12742,519,1
12743,0,1
12744,1000,1
12745,0,1
12746,1008,1
12747,4,0
12748,0,1
12749,0,1
12750,0,1
12751,0,1
12752,0,1
12753,0,1
12754,0,0
12755,169,1
12756,0,0
12757,159,1
12758,0,1
12759,900,1
12760,0,0
12761,0,1
12762,0,1
12763,0,1
12764,0,0
12765,0,1
12766,0,0
12767,307,1
12768,164,1
12769,0,1
12770,0,1
12771,1000,1
12772,14,1
12773,0,1
12774,0,1
12775,2,1
12776,11,1
12777,1000,1
12778,0,0
12779,819,1
12780,141,1
12781,4,1
12782,0,0
12783,0,1
12784,960,0
12785,912,1
12786,7,0
12787,217,1
12788,6,0
12789,57,1
12790,35,1
12791,743,1
12792,856,1
12793,1000,0
12794,1000,1
12795,1000,0
12796,1000,1
12797,1000,0
12798,0,1
12799,1000,1
12800,880,0
12801,34,1
12802,454,1
12803,86,0
12804,0,1
12805,0,0
12806,1000,1
12807,602,1
12808,33,1
12809,1000,1
12810,1000,1
12811,28,1
12812,1000,1
12813,6,1
12814,3,1
12815,0,1
12816,185,1
12817,651,1
12818,43,0
12819,0,0
12820,0,1
12821,0,1
12822,0,1
12823,0,0
12824,1000,1
12825,0,1
12826,0,1
12827,74,1
12828,0,1
12829,0,0
12830,0,1
12831,0,1
12832,1000,1
12833,8,1
12834,0,0
12835,0,1
12836,1000,1
12837,931,1
12838,28,0
12839,454,1
12840,195,1
12841,0,1
12842,0,0
12843,1000,1
12844,3,1
12845,0,1
12846,1,1
12847,17,1
12848,89,0
12849,1000,1
12850,40,1
12851,1000,1
12852,86,1
12853,1000,1
12854,237,1
12855,19,1
12856,1000,0
12857,0,0
12858,780,0
12859,110,1
12860,583,0
12861,0,1
12862,0,0
12863,0,1
12864,589,1
12865,2,1
12866,78,0
12867,882,1
12868,1000,1
12869,653,1
12870,70,1
12871,22,0
12872,1000,1
12873,0,0
12874,0,0
12875,9,1
12876,1000,0
12877,0,1
12878,0,0
12879,129,0
12880,1000,1
12881,3,1
12882,145,1
12883,0,1
12884,0,1
12885,0,1
12886,2,1
12887,1,1
12888,652,0
12889,147,1
12890,1000,1
12891,115,1
12892,3,1
12893,5,1
12894,9,1
12895,0,1
12896,0,1
12897,60,0
12898,5,1
12899,0,1
12900,0,1
12901,206,0
12902,876,1
12903,876,0
12904,1000,1
12905,1000,0
12906,1000,1
12907,1000,1
12908,1000,0
12909,203,0
12910,0,1
12911,169,1
12912,1000,0
12913,1000,1
12914,1000,1
12915,0,1
12916,0,1
12917,80,1
12918,32,0
12919,42,1
12920,55,0
12921,0,1
12922,0,1
12923,2,1
12924,0,1
12925,0,1
12926,736,0
12927,0,1
12928,54,1
12929,4,1
12930,815,1
12931,20,0
12932,0,1
12933,1,1
12934,20,1
12935,0,1
12936,0,1
12937,6,1
12938,1000,1
12939,1000,1
12940,3,1
12941,0,1
12942,0,1
12943,0,1
12944,33,1
12945,0,1
12946,0,1
12947,0,1
12948,0,0
12949,0,1
12950,0,1
12951,1000,0
12952,1000,0
12953,1,0
12954,1000,1
12955,79,1
12956,1000,1
12957,15,1
12958,1000,0
12959,489,0
12960,1000,1
12961,1000,0
12962,1000,1
12963,1000,1
12964,23,1
12965,0,1
12966,0,1
12967,0,1
12968,0,1
12969,4,0
12970,1,1
12971,1000,1
12972,1000,0
12973,0,0
12974,0,0
12975,0,1
12976,1000,1
12977,0,1
12978,1000,1
12979,0,1
12980,0,0
12981,72,1
12982,169,1
12983,0,1
12984,0,1
12985,215,1
12986,1000,1
12987,4,0
12988,1000,1
12989,126,1
12990,962,0
12991,257,1
12992,0,1
12993,0,0
12994,85,1
12995,1000,1
12996,1000,1
12997,206,1
12998,0,1
12999,0,1
13000,1000,1
13001,1000,1
13002,77,1
13003,1000,0
13004,0,0
13005,3,0
13006,0,1
13007,0,1
13008,1000,1
13009,0,1
13010,650,1
13011,1000,1
13012,1000,1
13013,0,1
13014,1000,1
13015,1000,1
13016,1000,1
13017,0,1
13018,7,0
13019,7,1
13020,438,1
13021,0,1
13022,1000,1
13023,1000,1
13024,1000,0
13025,524,0
13026,7,0
13027,130,0
13028,383,1
13029,1000,1
13030,1000,1
13031,1000,1
13032,0,0
13033,55,0
13034,0,1
13035,1000,1
13036,37,0
13037,1000,1
13038,486,1
13039,1000,1
13040,1058,1
13041,0,1
13042,202,1
13043,2,1
13044,1000,0
13045,1000,1
13046,0,1
13047,1000,1
13048,11,1
13049,59,1
13050,1000,1
13051,0,0
13052,3,1
13053,3,0
13054,132,1
13055,0,1
13056,0,1
13057,1000,1
13058,0,1
13059,0,1
13060,0,1
13061,3,1
13062,0,1
13063,1000,0
13064,1000,1
13065,0,1
13066,0,1
13067,1000,1
13068,1000,1
13069,1000,1
13070,3,1
13071,127,1
13072,0,0
13073,1000,1
13074,8,0
13075,1000,1
13076,1084,1
13077,1000,0
13078,1000,1
13079,10,1
13080,1000,1
13081,0,1
13082,0,1
13083,0,1
13084,224,0
13085,0,0
13086,3,0
13087,1,0
13088,0,1
13089,88,1
13090,1000,1
13091,112,0
13092,1000,1
13093,1000,1
13094,1000,1
13095,1000,1
13096,1000,1
13097,1,1
13098,1000,0
13099,1000,1
13100,0,1
13101,0,1
13102,1000,1
13103,1000,1
13104,1000,0
13105,1000,1
13106,1000,1
13107,1000,1
13108,200,1
13109,1000,1
13110,86,0
13111,1000,1
13112,98,1
13113,10,1
13114,0,1
13115,1000,1
13116,1,1
13117,5,1
13118,0,0
13119,0,1
13120,88,1
13121,0,1
13122,0,0
13123,41,1
13124,7,1
13125,1000,1
13126,1,0
13127,0,1
13128,5,1
13129,31,1
13130,1000,1
13131,112,0
13132,54,1
13133,0,1
13134,16,1
13135,54,1
13136,58,0
13137,0,1
13138,0,1
13139,0,1
13140,0,1
13141,0,0
13142,4,1
13143,0,0
13144,0,1
13145,0,1
13146,0,0
13147,0,1
13148,0,1
13149,0,0
13150,16,1
13151,4,1
13152,0,1
13153,0,1
13154,0,1
13155,0,0
13156,0,1
13157,0,1
13158,0,1
13159,0,1
13160,0,1
13161,5,1
13162,10,0
13163,0,1
13164,0,1
13165,0,0
13166,0,1
13167,0,1
13168,4,1
13169,3,0
13170,3,0
13171,53,1
13172,186,1
13173,1000,1
13174,1,1
13175,126,0
13176,35,1
13177,101,1
13178,0,1
13179,169,1
13180,1000,1
13181,4,0
13182,1000,1
13183,1000,1
13184,7,1
13185,1000,1
13186,1000,0
13187,0,0
13188,174,1
13189,0,1
13190,0,1
13191,1000,1
13192,1000,1
13193,1000,1
13194,8,1
13195,1000,1
13196,1000,1
13197,0,0
13198,12,1
13199,1000,1
13200,1000,1
13201,1000,0
13202,1000,0
13203,0,1
13204,747,0
13205,248,1
13206,4,1
13207,1000,1
13208,239,1
13209,0,1
13210,0,0
13211,0,1
13212,62,1
13213,279,1
13214,1000,1
13215,234,0
13216,0,1
13217,1,1
13218,585,1
13219,0,1
13220,241,1
13221,0,1
13222,0,1
13223,1000,1
13224,2,1
13225,1000,0
13226,16,0
13227,6,1
13228,1000,1
13229,426,1
13230,1000,1
13231,33,1
13232,0,1
13233,0,1
13234,192,0
13235,0,1
13236,14,1
13237,1000,1
13238,0,0
13239,8,0
13240,0,0
13241,0,1
13242,9,1
13243,3,0
13244,14,1
13245,0,1
13246,0,1
13247,29,1
13248,239,1
13249,8,1
13250,1000,1
13251,8,0
13252,1000,1
13253,151,1
13254,0,1
13255,0,1
13256,1000,1
13257,277,1
13258,526,1
13259,1000,1
13260,2,0
13261,1000,1
13262,3,1
13263,16,0
13264,88,1
13265,0,1
13266,232,0
13267,0,1
13268,13,1
13269,31,0
13270,0,0
13271,1000,1
13272,4,0
13273,1000,1
13274,0,0
13275,0,1
13276,43,1
13277,240,0
13278,0,1
13279,0,1
13280,0,1
13281,481,0
13282,1000,1
13283,1000,1
13284,152,1
13285,0,1
13286,1000,1
13287,6,0
13288,4,1
13289,3,1
13290,1,0
13291,3,0
13292,0,1
13293,0,1
13294,0,0
13295,0,1
13296,0,1
13297,0,1
13298,1000,1
13299,1000,1
13300,0,1
13301,217,0
13302,0,1
13303,0,1
13304,1000,1
13305,0,1
13306,45,1
13307,65,0
13308,1000,1
13309,3,1
13310,71,0
13311,0,1
13312,20,1
13313,121,1
13314,23,1
13315,0,0
13316,0,1
13317,0,1
13318,0,0
13319,0,0
13320,0,1
13321,0,1
13322,0,1
13323,51,1
13324,539,1
13325,1,0
13326,0,1
13327,0,1
13328,0,1
13329,367,1
13330,1000,1
13331,1000,1
13332,63,1
13333,79,1
13334,0,1
13335,19,0
13336,233,1
13337,1000,1
13338,82,0
13339,1000,0
13340,1000,0
13341,4,0
13342,37,1
13343,0,1
13344,16,1
13345,63,1
13346,1000,1
13347,1,0
13348,0,0
13349,3,1
13350,0,1
13351,0,1
13352,0,1
13353,0,0
13354,0,1
13355,0,1
13356,0,1
13357,2,1
13358,0,1
13359,0,1
13360,66,1
13361,74,1
13362,1,1
13363,106,0
13364,4,1
13365,270,0
13366,1000,1
13367,1000,0
13368,4,0
13369,0,1
13370,353,1
13371,16,1
13372,1000,1
13373,3,1
13374,7,0
13375,71,1
13376,0,1
13377,0,1
13378,16,1
13379,11,1
13380,1000,1
13381,0,1
13382,0,1
13383,44,1
13384,0,1
13385,0,1
13386,0,1
13387,0,1
13388,0,1
13389,32,1
13390,0,0
13391,0,0
13392,0,1
13393,311,1
13394,260,1
13395,198,1
13396,54,1
13397,1000,1
13398,1000,1
13399,3,1
13400,4,1
13401,1000,0
13402,60,1
13403,1000,1
13404,7,0
13405,47,1
13406,1000,1
13407,0,0
13408,764,1
13409,325,1
13410,0,0
13411,17,1
13412,59,1
13413,1000,0
13414,1000,1
13415,5,1
13416,1000,1
13417,0,1
13418,507,1
13419,1000,1
13420,0,1
13421,0,1
13422,0,1
13423,3,1
13424,0,1
13425,15,1
13426,3,0
13427,0,1
13428,0,0
13429,24,0
13430,0,1
13431,85,1
13432,67,1
13433,323,1
13434,62,1
13435,1000,1
13436,166,1
13437,1000,1
13438,1000,1
13439,1000,1
13440,14,1
13441,617,1
13442,1000,1
13443,0,1
13444,0,1
13445,0,1
13446,1000,1
13447,0,1
13448,2,1
13449,34,1
13450,123,1
13451,11,1
13452,24,0
13453,3,1
13454,178,1
13455,1000,0
13456,1000,1
13457,58,1
13458,219,1
13459,26,1
13460,0,0
13461,0,0
13462,93,0
13463,3,1
13464,0,1
13465,166,0
13466,0,1
13467,0,1
13468,1000,1
13469,0,1
13470,81,1
13471,151,1
13472,1000,0
13473,139,0
13474,1000,1
13475,141,1
13476,0,1
13477,0,1
13478,244,1
13479,371,1
13480,140,1
13481,295,1
13482,732,1
13483,12,1
13484,0,1
13485,0,1
13486,109,1
13487,0,1
13488,118,0
13489,0,1
13490,67,1
13491,0,0
13492,4,0
13493,1,1
13494,0,1
13495,162,1
13496,1000,1
13497,1000,1
13498,0,1
13499,505,1
13500,128,1
13501,1000,0
13502,100,1
13503,0,1
13504,35,1
13505,0,1
13506,184,1
13507,203,1
13508,122,1
13509,0,1
13510,81,0
13511,55,1
13512,38,1
13513,904,1
13514,0,1
13515,0,0
13516,0,1
13517,145,1
13518,3,1
13519,120,1
13520,1000,1
13521,0,1
13522,1,1
13523,826,1
13524,3,1
13525,197,1
13526,0,1
13527,1017,1
13528,84,1
13529,7,0
13530,0,1
13531,0,0
13532,0,1
13533,552,1
13534,157,1
13535,162,0
13536,1,0
13537,1000,0
13538,0,1
13539,4,1
13540,0,0
13541,1,1
13542,111,1
13543,0,1
13544,34,1
13545,0,1
13546,0,1
13547,81,0
13548,0,1
13549,0,1
13550,194,1
13551,0,1
13552,0,1
13553,1074,0
13554,785,1
13555,8,1
13556,89,1
13557,0,1
13558,0,1
13559,6,1
13560,0,1
13561,0,1
13562,776,1
13563,27,1
13564,0,1
13565,59,1
13566,0,1
13567,3,0
13568,21,1
13569,1000,1
13570,894,1
13571,1000,0
13572,1000,1
13573,1000,1
13574,1000,1
13575,1000,0
13576,1000,1
13577,79,0
13578,1000,1
13579,0,1
13580,2,1
13581,480,1
13582,256,1
13583,39,1
13584,1000,1
13585,0,1
13586,168,0
13587,209,1
13588,72,1
13589,1000,1
13590,0,1
13591,0,1
13592,0,1
13593,0,1
13594,0,1
13595,36,1
13596,30,0
13597,0,1
13598,0,1
13599,1000,1
13600,3,1
13601,1000,0
13602,0,0
13603,299,1
13604,3,0
13605,58,1
13606,914,1
13607,2,1
13608,85,1
13609,0,1
13610,0,1
13611,191,1
13612,0,1
13613,282,0
13614,0,1
13615,0,1
13616,0,1
13617,0,1
13618,4,0
13619,0,0
13620,0,1
13621,112,1
13622,0,1
13623,1000,1
13624,296,1
13625,2,1
13626,31,1
13627,207,0
13628,0,0
13629,0,1
13630,0,1
13631,0,1
13632,11,0
13633,0,1
13634,228,1
13635,837,1
13636,0,0
13637,3,1
13638,1124,1
13639,0,1
13640,0,1
13641,79,1
13642,32,1
13643,81,1
13644,1000,0
13645,156,1
13646,0,1
13647,3,1
13648,1000,1
13649,17,1
13650,119,1
13651,0,1
13652,272,0
13653,0,0
13654,1000,0
13655,1000,1
13656,693,1
13657,0,1
13658,0,1
13659,96,0
13660,2,0
13661,0,1
13662,1000,1
13663,0,1
13664,0,1
13665,5,0
13666,0,1
13667,0,1
13668,0,0
13669,0,1
13670,2,0
13671,0,1
13672,0,1
13673,0,1
13674,0,1
13675,0,0
13676,3,1
13677,0,1
13678,0,1
13679,177,1
13680,74,1
13681,0,0
13682,0,1
13683,0,1
13684,380,1
13685,3,1
13686,0,1
13687,0,1
13688,0,0
13689,0,1
13690,2,1
13691,0,1
13692,213,0
13693,1,0
13694,85,1
13695,60,1
13696,293,1
13697,1000,1
13698,341,0
13699,0,1
13700,363,1
13701,65,1
13702,0,1
13703,0,1
13704,0,1
13705,376,1
13706,1,1
13707,1000,1
13708,27,1
13709,1000,1
13710,0,1
13711,0,1
13712,0,1
13713,0,1
13714,0,1
13715,0,1
13716,0,1
13717,3,1
13718,0,1
13719,1000,1
13720,1,1
13721,0,1
13722,0,1
13723,323,1
13724,0,1
13725,6,1
13726,4,0
13727,5,1
13728,4,1
13729,0,1
13730,0,1
13731,0,0
13732,83,1
13733,3,1
13734,0,1
13735,0,1
13736,0,1
13737,27,0
13738,0,0
13739,0,0
13740,0,1
13741,0,1
13742,1,1
13743,0,1
13744,0,1
13745,245,1
13746,1000,1
13747,1000,1
13748,1000,1
13749,12,1
13750,140,1
13751,259,1
13752,7,0
13753,73,1
13754,2,1
13755,0,1
13756,33,1
13757,2,1
13758,151,1
13759,113,1
13760,12,1
13761,55,1
13762,0,1
13763,336,0
13764,0,1
13765,924,0
13766,15,1
13767,3,1
13768,3,1
13769,6,0
13770,0,0
13771,1000,1
13772,185,1
13773,1000,1
13774,1,1
13775,0,1
13776,0,1
13777,0,1
13778,100,1
13779,0,1
13780,0,1
13781,389,1
13782,4,0
13783,173,1
13784,14,1
13785,1000,1
13786,22,1
13787,3,1
13788,0,1
13789,0,1
13790,28,1
13791,2,1
13792,1000,1
13793,203,1
13794,97,1
13795,0,1
13796,0,0
13797,0,0
13798,0,1
13799,0,1
13800,0,1
13801,1000,1
13802,13,1
13803,52,1
13804,34,0
13805,0,1
13806,0,1
13807,0,1
13808,3,1
13809,0,1
13810,0,0
13811,10,0
13812,0,1
13813,3,1
13814,0,1
13815,0,1
13816,33,1
13817,122,1
13818,0,1
13819,65,1
13820,0,0
13821,218,1
13822,0,1
13823,0,1
13824,0,0
13825,0,1
13826,215,1
13827,0,1
13828,0,1
13829,1000,1
13830,58,1
13831,0,0
13832,90,1
13833,0,1
13834,0,1
13835,0,0
13836,0,1
13837,0,0
13838,0,1
13839,8,1
13840,0,1
13841,1000,1
13842,19,1
13843,32,0
13844,1024,0
13845,0,0
13846,1000,0
13847,122,1
13848,38,1
13849,1000,1
13850,0,1
13851,212,1
13852,6,0
13853,46,1
13854,69,1
13855,1000,1
13856,18,1
13857,4,1
13858,0,1
13859,26,1
13860,154,0
13861,1000,0
13862,3,1
13863,0,0
13864,0,1
13865,0,1
13866,20,1
13867,316,1
13868,89,1
13869,0,1
13870,0,1
13871,382,1
13872,1000,1
13873,174,1
13874,0,1
13875,0,1
13876,173,0
13877,0,1
13878,1,1
13879,0,1
13880,325,1
13881,26,1
13882,0,0
13883,0,1
13884,40,1
13885,0,1
13886,112,0
13887,0,1
13888,1000,1
13889,0,0
13890,2,0
13891,1136,1
13892,309,1
13893,116,0
13894,46,0
13895,1000,1
13896,1000,1
13897,0,1
13898,0,1
13899,0,1
13900,43,1
13901,0,1
13902,1000,1
13903,275,1
13904,17,1
13905,0,1
13906,0,1
13907,51,1
13908,1000,1
13909,1000,1
13910,10,0
13911,462,1
13912,1000,1
13913,1000,1
13914,0,0
13915,151,1
13916,0,1
